frequency	V(inoise)	V(onoise)
1.479108388168183e+004	5.203357e-012	5.202965e-012
1.513561248436183e+004	5.087435e-012	5.087051e-012
1.548816618912456e+004	4.974095e-012	4.973718e-012
1.584893192461087e+004	4.863279e-012	4.862910e-012
1.621810097358903e+004	4.754931e-012	4.754570e-012
1.659586907437533e+004	4.648996e-012	4.648642e-012
1.698243652461716e+004	4.545420e-012	4.545074e-012
1.737800828749346e+004	4.444152e-012	4.443812e-012
1.778279410038893e+004	4.345139e-012	4.344807e-012
1.819700858609953e+004	4.248334e-012	4.248008e-012
1.862087136662836e+004	4.153686e-012	4.153367e-012
1.905460717963215e+004	4.061149e-012	4.060837e-012
1.949844599758012e+004	3.970677e-012	3.970371e-012
1.995262314968846e+004	3.882224e-012	3.881924e-012
2.041737944669495e+004	3.795745e-012	3.795452e-012
2.089296130854004e+004	3.711199e-012	3.710912e-012
2.137962089502196e+004	3.628544e-012	3.628263e-012
2.187761623949515e+004	3.547737e-012	3.547462e-012
2.238721138568302e+004	3.468739e-012	3.468470e-012
2.290867652767734e+004	3.391511e-012	3.391248e-012
2.344228815319882e+004	3.316015e-012	3.315757e-012
2.398832919019449e+004	3.242213e-012	3.241960e-012
2.454708915684988e+004	3.170068e-012	3.169821e-012
2.511886431509537e+004	3.099545e-012	3.099303e-012
2.570395782768820e+004	3.030609e-012	3.030372e-012
2.630267991895336e+004	2.963226e-012	2.962994e-012
2.691534803926869e+004	2.897362e-012	2.897135e-012
2.754228703338119e+004	2.832985e-012	2.832762e-012
2.818382931264405e+004	2.770062e-012	2.769845e-012
2.884031503126556e+004	2.708564e-012	2.708351e-012
2.951209226666335e+004	2.648458e-012	2.648249e-012
3.019951720401964e+004	2.589715e-012	2.589511e-012
3.090295432513537e+004	2.532307e-012	2.532107e-012
3.162277660168324e+004	2.476203e-012	2.476008e-012
3.235936569296226e+004	2.421378e-012	2.421187e-012
3.311311214825853e+004	2.367802e-012	2.367615e-012
3.388441561391966e+004	2.315450e-012	2.315267e-012
3.467368504525255e+004	2.264295e-012	2.264116e-012
3.548133892335692e+004	2.214311e-012	2.214136e-012
3.630780547700949e+004	2.165474e-012	2.165302e-012
3.715352290971659e+004	2.117759e-012	2.117591e-012
3.801893963205544e+004	2.071141e-012	2.070977e-012
3.890451449942737e+004	2.025599e-012	2.025438e-012
3.981071705534901e+004	1.981108e-012	1.980950e-012
4.073802778041054e+004	1.937646e-012	1.937492e-012
4.168693834703279e+004	1.895190e-012	1.895040e-012
4.265795188015849e+004	1.853721e-012	1.853574e-012
4.365158322401581e+004	1.813216e-012	1.813072e-012
4.466835921509550e+004	1.773655e-012	1.773514e-012
4.570881896148667e+004	1.735018e-012	1.734880e-012
4.677351412871897e+004	1.697285e-012	1.697150e-012
4.786300923226296e+004	1.660437e-012	1.660304e-012
4.897788193684373e+004	1.624454e-012	1.624325e-012
5.011872336272631e+004	1.589319e-012	1.589193e-012
5.128613839913555e+004	1.555014e-012	1.554890e-012
5.248074602497630e+004	1.521520e-012	1.521399e-012
5.370317963702428e+004	1.488821e-012	1.488702e-012
5.495408738576144e+004	1.456900e-012	1.456784e-012
5.623413251903386e+004	1.425740e-012	1.425626e-012
5.754399373371462e+004	1.395324e-012	1.395213e-012
5.888436553555779e+004	1.365638e-012	1.365529e-012
6.025595860743464e+004	1.336666e-012	1.336559e-012
6.165950018614706e+004	1.308392e-012	1.308287e-012
6.309573444801814e+004	1.280802e-012	1.280699e-012
6.456542290346434e+004	1.253881e-012	1.253781e-012
6.606934480075835e+004	1.227615e-012	1.227517e-012
6.760829753919689e+004	1.201991e-012	1.201895e-012
6.918309709189233e+004	1.176995e-012	1.176900e-012
7.079457843841244e+004	1.152613e-012	1.152520e-012
7.244359600749762e+004	1.128832e-012	1.128742e-012
7.413102413009033e+004	1.105641e-012	1.105552e-012
7.585775750291692e+004	1.083026e-012	1.082940e-012
7.762471166286769e+004	1.060976e-012	1.060891e-012
7.943282347242662e+004	1.039478e-012	1.039395e-012
8.128305161640835e+004	1.018521e-012	1.018440e-012
8.317637711026549e+004	9.980940e-013	9.980140e-013
8.511380382023599e+004	9.781853e-013	9.781068e-013
8.709635899560637e+004	9.587842e-013	9.587073e-013
8.912509381337282e+004	9.398800e-013	9.398047e-013
9.120108393558920e+004	9.214625e-013	9.213886e-013
9.332543007969728e+004	9.035213e-013	9.034489e-013
9.549925860214172e+004	8.860465e-013	8.859754e-013
9.772372209557916e+004	8.690283e-013	8.689586e-013
9.999999999999804e+004	8.524570e-013	8.523886e-013
1.023292992280734e+005	8.363234e-013	8.362563e-013
1.047128548050879e+005	8.206182e-013	8.205523e-013
1.071519305237585e+005	8.053324e-013	8.052677e-013
1.096478196143163e+005	7.904571e-013	7.903937e-013
1.122018454301941e+005	7.759837e-013	7.759215e-013
1.148153621496860e+005	7.619037e-013	7.618426e-013
1.174897554939506e+005	7.482087e-013	7.481487e-013
1.202264434617389e+005	7.348906e-013	7.348316e-013
1.230268770812357e+005	7.219412e-013	7.218833e-013
1.258925411794142e+005	7.093528e-013	7.092958e-013
1.288249551693108e+005	6.971175e-013	6.970615e-013
1.318256738556380e+005	6.852278e-013	6.851727e-013
1.348962882591626e+005	6.736760e-013	6.736220e-013
1.380384264602857e+005	6.624550e-013	6.624018e-013
1.412537544622725e+005	6.515574e-013	6.515051e-013
1.445439770745898e+005	6.409761e-013	6.409247e-013
1.479108388168177e+005	6.307041e-013	6.306535e-013
1.513561248436177e+005	6.207345e-013	6.206847e-013
1.548816618912449e+005	6.110606e-013	6.110115e-013
1.584893192461081e+005	6.016755e-013	6.016272e-013
1.621810097358896e+005	5.925728e-013	5.925252e-013
1.659586907437526e+005	5.837459e-013	5.836991e-013
1.698243652461709e+005	5.751884e-013	5.751423e-013
1.737800828749339e+005	5.668941e-013	5.668486e-013
1.778279410038886e+005	5.588566e-013	5.588118e-013
1.819700858609946e+005	5.510699e-013	5.510257e-013
1.862087136662829e+005	5.435280e-013	5.434843e-013
1.905460717963207e+005	5.362247e-013	5.361817e-013
1.949844599758005e+005	5.291543e-013	5.291118e-013
1.995262314968838e+005	5.223109e-013	5.222690e-013
2.041737944669486e+005	5.156888e-013	5.156474e-013
2.089296130853995e+005	5.092823e-013	5.092415e-013
2.137962089502187e+005	5.030859e-013	5.030455e-013
2.187761623949506e+005	4.970941e-013	4.970542e-013
2.238721138568292e+005	4.913013e-013	4.912619e-013
2.290867652767724e+005	4.857023e-013	4.856633e-013
2.344228815319872e+005	4.802918e-013	4.802533e-013
2.398832919019439e+005	4.750645e-013	4.750264e-013
2.454708915684978e+005	4.700154e-013	4.699777e-013
2.511886431509526e+005	4.651393e-013	4.651020e-013
2.570395782768809e+005	4.604313e-013	4.603944e-013
2.630267991895325e+005	4.558865e-013	4.558499e-013
2.691534803926857e+005	4.514999e-013	4.514637e-013
2.754228703338107e+005	4.472670e-013	4.472311e-013
2.818382931264393e+005	4.431829e-013	4.431473e-013
2.884031503126543e+005	4.392430e-013	4.392078e-013
2.951209226666322e+005	4.354429e-013	4.354080e-013
3.019951720401950e+005	4.317781e-013	4.317435e-013
3.090295432513523e+005	4.282442e-013	4.282098e-013
3.162277660168310e+005	4.248369e-013	4.248028e-013
3.235936569296212e+005	4.215519e-013	4.215181e-013
3.311311214825838e+005	4.183852e-013	4.183517e-013
3.388441561391951e+005	4.153326e-013	4.152994e-013
3.467368504525240e+005	4.123903e-013	4.123572e-013
3.548133892335676e+005	4.095543e-013	4.095214e-013
3.630780547700933e+005	4.068207e-013	4.067880e-013
3.715352290971643e+005	4.041858e-013	4.041534e-013
3.801893963205527e+005	4.016460e-013	4.016138e-013
3.890451449942719e+005	3.991977e-013	3.991657e-013
3.981071705534884e+005	3.968373e-013	3.968056e-013
4.073802778041036e+005	3.945616e-013	3.945300e-013
4.168693834703261e+005	3.923670e-013	3.923356e-013
4.265795188015831e+005	3.902504e-013	3.902192e-013
4.365158322401562e+005	3.882085e-013	3.881775e-013
4.466835921509531e+005	3.862384e-013	3.862075e-013
4.570881896148648e+005	3.843368e-013	3.843060e-013
4.677351412871877e+005	3.825008e-013	3.824703e-013
4.786300923226276e+005	3.807277e-013	3.806973e-013
4.897788193684352e+005	3.790145e-013	3.789843e-013
5.011872336272610e+005	3.773586e-013	3.773284e-013
5.128613839913533e+005	3.757572e-013	3.757272e-013
5.248074602497608e+005	3.742079e-013	3.741780e-013
5.370317963702406e+005	3.727079e-013	3.726782e-013
5.495408738576121e+005	3.712550e-013	3.712254e-013
5.623413251903363e+005	3.698467e-013	3.698172e-013
5.754399373371438e+005	3.684808e-013	3.684514e-013
5.888436553555755e+005	3.671549e-013	3.671256e-013
6.025595860743440e+005	3.658669e-013	3.658377e-013
6.165950018614681e+005	3.646146e-013	3.645856e-013
6.309573444801788e+005	3.633961e-013	3.633672e-013
6.456542290346407e+005	3.622094e-013	3.621805e-013
6.606934480075808e+005	3.610524e-013	3.610237e-013
6.760829753919662e+005	3.599234e-013	3.598948e-013
6.918309709189205e+005	3.588206e-013	3.587921e-013
7.079457843841215e+005	3.577422e-013	3.577138e-013
7.244359600749733e+005	3.566865e-013	3.566582e-013
7.413102413009004e+005	3.556520e-013	3.556238e-013
7.585775750291662e+005	3.546372e-013	3.546090e-013
7.762471166286737e+005	3.536404e-013	3.536123e-013
7.943282347242631e+005	3.526604e-013	3.526324e-013
8.128305161640804e+005	3.516957e-013	3.516678e-013
8.317637711026516e+005	3.507451e-013	3.507173e-013
8.511380382023566e+005	3.498074e-013	3.497797e-013
8.709635899560602e+005	3.488814e-013	3.488538e-013
8.912509381337245e+005	3.479661e-013	3.479386e-013
9.120108393558882e+005	3.470604e-013	3.470330e-013
9.332543007969690e+005	3.461635e-013	3.461362e-013
9.549925860214133e+005	3.452744e-013	3.452472e-013
9.772372209557875e+005	3.443925e-013	3.443654e-013
1.000000000000000e+006	3.435170e-013	3.434900e-013
